Unnamed, 0,Name,Price,Link,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Công nghệ NFC,Bộ nhớ trong,Thẻ SIM,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Loại CPU,Tần số quét,Kiểu màn hình,Quay video,Tính năng camera,Quay video trước,GPU,GPS,Kích thước,Trọng lượng,Công nghệ sạc,Cổng sạc,"Chỉ số kháng nước, bụi",Các loại cảm biến,Tính năng đặc biệt,Wi-Fi,Bluetooth,Thời điểm ra mắt,Dung lượng RAM,Pin,Hồng ngoại,Hỗ trợ mạng,Cảm biến vân tay,Chất liệu mặt lưng,Chất liệu khung viền,Công nghệ - Tiện ích,Tương thích,Jack tai nghe 3.5,Tiện ích khác,Công nghệ âm thanh,Khe cắm thẻ nhớ,Hệ thống làm mát,Cảm biến,Loại màn hình
297,297,iPhone 14 Pro Max 128GB | Chính hãng VN/A,25.590.000đ,https://cellphones.com.vn/iphone-14-pro-max.html,6.7 inches,Super Retina XDR OLED,"Camera chính: 48 MP, f/1.8, 24mm, 1.22µm, PDAF, OISCamera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚, 1.4µm, PDAFCamera tele: 12 MP, f/2.8, 77mm (telephoto), PDAF, OIS, 3x optical zoomCảm biến độ sâu TOF 3D LiDAR","Camera selfie: 12 MP, f/1.9, 23mm, 1/3.6"", PDAF",Apple A16 Bionic 6-core,Có,128 GB,2 SIM (nano‑SIM và eSIM),iOS 16,2796 x 1290-pixel,"120Hz, Always-On display, HDR, True Tone, Haptic Touch, 2,000,000:1, 2000 nits",CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,,,,,,,,,,,,,,,,6 GB,4.323 mAh,,,,,,,,,,,,,,
298,298,Xiaomi POCO X7 Pro 5G 12GB 256GB,8.790.000đ,https://cellphones.com.vn/dien-thoai-poco-x7-pro-5g.html,6.67 inches,AMOLED,50MP,,Dimensity 8400-Ultra,Có,256 GB,2 SIM (Nano-SIM),Android 14,1220 x 2712 pixels,"3200 nits, Tần số quét 120Hz, Dolby Vison",,,,,,,,,,,,,,,,,,,12 GB,6000 mAh,,,,,,,,,,,,,,
299,299,iPhone 16 Pro 128GB | Chính hãng VN/A,23.990.000đ,https://cellphones.com.vn/iphone-16-pro.html,6.3 inches,Super Retina XDR OLED,"Camera chính: 48MP, f/1.78, 24mm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu caoHỗ trợ Telephoto 2x 12MP: 52 mm, ƒ/1.6Camera góc siêu rộng: 48MP, 13 mm, ƒ/2.2 và trường ảnh 120°, H","12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels",Apple A18 Pro,Có,128 GB,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,iOS 18,2622 x 1206  pixels,Dynamic IslandMàn hình HDRTrue ToneDải màu rộng (P3)Haptic TouchTỷ lệ tương phản 2.000.000:1Độ sáng tối đa 1000 nit460 ppiLớp phủ kháng dầu chống in dấu vân tayHỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,,,,,,,,,,,,,,,,8 GB,,,,,,,,Tương Thích Với Thiết Bị Trợ Thính,,,,,,,
300,300,Xiaomi Redmi Note 14 6GB 128GB,4.390.000đ,https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-14.html,6.67 inches,AMOLED,Hệ thống camera AI 108MPCamera đo chiều sâu 2MP - f/2.4Camera cận cảnh 2MP - f/2.4,Camera trước 20MP - f/2.2,MediaTek Helio G99-Ultra,Có,128 GB,2 Nano-SIM,Android 14,1080 x 2400 pixels (FullHD+),Tốc độ làm mới: Lên đến 120HzĐộ sáng: 1800 nits đỉnhTỷ lệ tương phản: 5.000.000:1,"8 nhân, lên đến 2.2GHz",,,,,,,,,,,,,,,,,,6 GB,5500mAh,,,,,,,,,,,,,,
301,301,Xiaomi 15T Pro 5G 12GB 512GB,16.490.000đ,https://cellphones.com.vn/dien-thoai-xiaomi-15t-pro-5g.html,6.83 inches,AMOLED,"Chính: 50MP, f/1.62, OIS, cảm biến Light Fusion 900Tele: 50MP, f/3.0, OIS, Samsung JN5, Zoom 5x, 10x lossless, Ultra Zoom 20xSiêu rộng: 12MP, f/2.2, 120° FOV","32MP, f/2.2, tiêu cự 21mm",MediaTek Dimensity 9400+,,512 GB,,Xiaomi HyperOS 2,,"Độ sáng tối đa 3200 nits, 447ppi, 68 tỷ màu, DCI-P3, HDR10+, Dolby Vision®, DC dimming, TÜV Rheinland",,,,,,,,,,,,,,,,,,,12 GB,5500mAh,,,,,,,,,,,,,,
302,302,iPhone 16 Pro 256GB | Chính hãng VN/A,27.990.000đ,https://cellphones.com.vn/iphone-16-pro-256gb.html,6.3 inches,Super Retina XDR OLED,"Camera chính: 48MP, f/1.78, 24mm, chống rung quang học dịch chuyển cảm biến thế hệ thứ hai, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu caoHỗ trợ Telephoto 2x 12MP: 52 mm, ƒ/1.6Camera góc siêu rộng: 48MP, 13 mm, ƒ/2.2 và trường ảnh 120°, H","12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels",Apple A18 Pro,Có,256 GB,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,iOS 18,2622 x 1206  pixels,Dynamic IslandMàn hình HDRTrue ToneDải màu rộng (P3)Haptic TouchTỷ lệ tương phản 2.000.000:1Độ sáng tối đa 1000 nit460 ppiLớp phủ kháng dầu chống in dấu vân tayHỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,,,,,,,,,,,,,,,,,,,,,,,,Tương Thích Với Thiết Bị Trợ Thính,,,,,,,
303,303,HONOR X9c 5G 12GB 256GB,7.290.000đ,https://cellphones.com.vn/dien-thoai-honor-x9c-5g.html,6.78 inches,AMOLED,"Camera chính 108MP (F1.75), OIS + Camera góc rộng 5MP (F2.2)",16MP (F2.45),Qualcomm Snapdragon 6 Gen 1,Có,256 GB,2 SIM (Nano-SIM),"MagicOS 8.0, dựa trên Android 14",,"2700*1224 Pixels1,07 tỷ màu1.5 K độ phân giải4000nit100% DCI-P3",4 x A78 *2.2GHz + 4 x A55*1.8GHz,,,,,,,,,,,,,,,,,,12 GB,"6600mAh, 66W (120V/3.3A)",,,,,,,,,,,,,,
304,304,iPhone 15 Plus 128GB | Chính hãng VN/A,17.690.000đ,https://cellphones.com.vn/iphone-15-plus.html,6.7 inches,Super Retina XDR OLED,Chính 48 MP & Phụ 12 MP,"12MP, ƒ/1.9",Apple A16 Bionic,Có,128 GB,2 SIM (nano‑SIM và eSIM),iOS 17,2796 x 1290-pixel,Dynamic IslandHDR displayTrue ToneWide color (P3)Tần số quét 60 HzHaptic TouchLớp phủ oleophobia chống dấu vân tayĐộ sáng tối đa: 2000 nitsMật độ điểm ảnh 460 ppi,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,,,,,,,,,,,,,,,,6 GB,4383 mAh,,,,,,,,,,,,,,
305,305,iPhone 15 Pro 128GB | Chính hãng VN/A,23.990.000đ,https://cellphones.com.vn/iphone-15-pro.html,6.1 inches,Super Retina XDR OLED,"Camera chính: 48MP, 24 mm, ƒ/1.78,Camera góc siêu rộng: 12 MP, 13 mm, ƒ/2.2Camera Tele 3x: 12 MP, 77 mm, ƒ/2.8","12MP, ƒ/1.9",Apple A17 Pro 6 nhân,Có,128 GB,2 SIM (nano‑SIM và eSIM),iOS 17,2556 x 1179 pixels,Tốc độ làm mới 120Hz460 ppiHDRTrue ToneDải màu rộng (P3)Haptic TouchTỷ lệ tương phản 2.000.000:1Độ sáng 2.000 nit,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi hiệu suất,,,,,,,,,,,,,,,,,,8 GB,3274 mAh,,,,,,,,,,,,,,
306,306,iPhone 14 Pro 128GB | Chính hãng VN/A,22.990.000đ,https://cellphones.com.vn/iphone-14-pro.html,6.1 inches,Super Retina XDR OLED,"Camera chính: 48 MP, f/1.8, 24mm, OISCamera góc siêu rộng: 12 MP, f/2.2, 120˚, 1.4µmCamera tele: 12 MP, f/2.8, PDAF, OIS, 3x optical zoomCảm biến độ sâu TOF 3D LiDAR","Camera selfie: 12 MP, f/1.9, 23mm, PDAF",Apple A16 Bionic 6 nhân,Có,128 GB,2 SIM (nano‑SIM và eSIM),iOS 16,2556 x 1179 pixels,Công nghệ ProMotion với tần số quét 120HzTỷ lệ tương phản 2.000.000: 1Độ sáng tối đa: 2.000 nits (ngoài trời),6 nhân,,,,,,,,,,,,,,,,,,6 GB,3200 mAh,,,,,,,,,,,,,,
307,307,OPPO Find X9 12GB 256GB,22.990.000đ,https://cellphones.com.vn/dien-thoai-oppo-find-x9.html,6.59 inches,AMOLED,50MP OIS (Chính) + 50MP OIS (Tele) + 50MP (Góc rộng) + 2MP (Mono),32MP f/2.4,Dimensity 9500 5G,Có,256 GB,Dual nano-SIM hoặc 1 nano-SIM + 1 eSIM,ColorOS 16.0,1256 x 2760 pixels,"Tần số quét 120Hz, Cảm ứng 240Hz, 1.07 tỷ màu (10-bit), 100% DCI-P3, Độ sáng 1800nits",8 nhân,,,,,,,,,,,,,,,,,,12 GB,7025mAh (Typ),,,,,,,,,,,,,,
308,308,iPhone 14 Pro Max 256GB | Chính hãng VN/A,27.990.000đ,https://cellphones.com.vn/iphone-14-pro-max-256gb.html,6.7 inches,Super Retina XDR OLED,"Camera chính: 48 MP, f/1.8, 24mm, OISCamera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚Camera tele: 12 MP, f/2.8, 77mm, OIS, 3x optical zoom","Camera selfie: 12 MP, f/1.9, 23mm, PDAF",Apple A16 Bionic 6 nhân,Có,256 GB,2 SIM (nano‑SIM và eSIM),iOS 16,2796 x 1290-pixel,"120Hz, Always-On display, HDR, True Tone, Haptic Touch, 2,000,000:1, 2000 nitsKính cường lực Ceramic Shield",3.46 GHz,,,,,,,,,,,,,,,,,,6 GB,4323 mAh,,,,,,,,,,,,,,
309,309,iPhone 16 256GB | Chính hãng VN/A,22.390.000đ,https://cellphones.com.vn/iphone-16-256gb.html,6.1 inches,Super Retina XDR OLED,"Camera chính: 48MP, f/1.6, 26mm, Focus Pixels 100%, hỗ trợ ảnh có độ phân giải siêu caoCamera góc siêu rộng: 12MP, ƒ/2.2, 13 mm, Focus Pixels 100%, Độ phóng đại quang học 2x, độ thu nhỏ quang học 2x; phạm vi thu phóng quang học 4x Độ thu phóng kỹ thu","12MP, ƒ/1.9, Tự động lấy nét theo pha Focus Pixels",Apple A18,Có,256 GB,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,iOS 18,2556 x 1179 pixels,Dynamic IslandMàn hình HDRTrue ToneDải màu rộng (P3)Haptic TouchTỷ lệ tương phản 2.000.000:1Độ sáng tối đa 1000 nit460 ppiLớp phủ kháng dầu chống in dấu vân tayHỗ trợ hiển thị đồng thời nhiều ngôn ngữ và ký tự,CPU 6 lõi mới với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,310,iPhone 11 64GB | Chính hãng VN/A,7.490.000đ,https://cellphones.com.vn/iphone-11.html,6.1 inches,IPS LCD,Camera kép 12MP:- Camera góc rộng: ƒ/1.8 aperture- Camera siêu rộng: ƒ/2.4 aperture,"12 MP, ƒ/2.2 aperture",A13 Bionic,Có,64 GB,Nano-SIM + eSIM,iOS 13 hoặc cao hơn (Tùy vào phiên bản phát hành),1792 x 828 pixel,True-tone,Hexa-core,,,,,,,,,,,,,,,,,,4 GB,3110 mAh,,,,,,,,,,,,,"FaceID, Con quay hồi chuyển, Gia tốc kế, Cảm biến tiệm cận, Cảm biến ánh sáng xung quanh",
311,311,iPhone 15 Plus 256GB | Chính hãng VN/A,21.290.000đ,https://cellphones.com.vn/iphone-15-plus-256gb.html,6.7 inches,Super Retina XDR OLED,Chính 48 MP & Phụ 12 MP,"12MP, ƒ/1.9",Apple A16 Bionic,Có,256 GB,2 SIM (nano‑SIM và eSIM),iOS 17,2796 x 1290-pixel,Dynamic IslandHDR displayTrue ToneWide color (P3)Tần số quét 60 HzHaptic TouchLớp phủ oleophobia chống dấu vân tayĐộ sáng tối đa: 2000 nitsMật độ điểm ảnh 460 ppi,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,,,,,,,,,,,,,,,,,,6 GB,4383 mAh,,,,,,,,,,,,,,
312,312,Samsung Galaxy A07 8GB 256GB,4.290.000đ,https://cellphones.com.vn/dien-thoai-samsung-galaxy-a07-256gb.html,6.7 inches,IPS LCD,Chính 50 MPPhụ 2 MP,8 MP,MediaTek Helio G99,Không,256 GB,2 Nano-SIM,Android 15,720 x 1600 pixel,Độ sáng tối đa 480 nitsKính cường lực Panda,8 nhân (2 nhân 2.2 GHz & 6 nhân 2.0 GHz),,,,,,,,,,,,,,,,,,8 GB,Li-Ion 5000 mAh,,,,,,,,,,,,,,
313,313,HONOR Win RT,,https://cellphones.com.vn/dien-thoai-honor-win-rt.html,6.83 inches,TFT LCD,Camera chính: 50 MPCamera telephoto: 50 MPCamera góc siêu rộng: 12 MP,50 MP,Snapdragon 8 Elite,Có,,2 Nano-SIM,MagicOS 10 (dựa trên Android 16),,"Độ phân giải màn hình: FHD+ 1272*2800True 1,07 tỷ màu, gam màu rộng DCI-P3Độ sáng đỉnh tối đa: 6000nitsĐộ sáng đỉnh toàn cầu: 2000nitsĐộ sáng tối thiểu: 1nitHỗ trợ đa chạm, lên đến 10 chạm","Tám lõi, 2×Prime 4.32GHz+6×Hiệu suất 3.53GHz",,,,,,,,,,,,,,,,,,,10.000 mAh,,,,,,,,,,,,,,
314,314,Xiaomi Redmi Note 13 Pro 5G 8GB 256GB,6.290.000đ,https://cellphones.com.vn/dien-thoai-xiaomi-redmi-note-13-pro-5g-8gb-256gb.html,6.67 inches,AMOLED,"Chính 200 MP & Phụ 8 MP, 2 MP",16 MP,Snapdragon 7s Gen 2 8 nhân,Có,256 GB,Dual nano-SIM hoặc 1 nano-SIM + 1 eSIM,Android 13,1220 x 2712 pixels,"Tần số quét 120Hz, 1800 nitsKính cường lực Corning Gorilla Glass Victus",4 nhân 2.4 GHz & 4 nhân 1.95 GHz,,,,,,,,,,,,,,,,,,8 GB,5100 mAh,,,,,,,,,,,,,,
315,315,realme GT Neo 3,,https://cellphones.com.vn/realme-gt-neo-3.html,6.7 inches,AMOLED,"Camera góc rộng: 50 MP, f/1.9, 24mm, 1/1.56"", 1.0µm, PDAF, OISCamera góc siêu rộng:8 MP, f/2.3, 15mm, 120˚, 1/4.0"", 1.12µmCamera macro: 2 MP, f/2.4","Camera góc rộng: 16 MP, f/2.5, 26mm, 1/3.09"", 1.0µm",Mediatek Dimensity 8100 (5 nm),Có,128 GB,2 SIM (Nano-SIM),Android 12,1080 x 2412 pixels,"1 tỷ màu, tần số quét 120Hz, HDR10+Kính cường lực Corning Gorilla Glass 5",4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55,,,,,,,,,,,,,,,,,,6 GB,5000 mAh,,,,,,,,,,,,,,
316,316,Samsung Galaxy A06 4GB 128GB,2.590.000đ,https://cellphones.com.vn/dien-thoai-samsung-galaxy-a06.html,6.7 inches,PLS LCD,"50.0 MP, f/1.82.0 MP, f/2.4","8.0 MP, f/2.0",MediaTek Helio G85,,128 GB,2 SIM (Nano-SIM),Android,720 x 1600 pixel,16 triệu màu,"8 nhân 2GHz, 1.8GHz",,,,,,,,,,,,,,,,,,4 GB,5000 mAh,,,,,,,,,,,,,,
317,317,iPhone 13 Pro Max 128GB | Chính hãng VN/A,22.990.000đ,https://cellphones.com.vn/iphone-13-pro-max.html,6.7 inches,Super Retina XDR OLED,"Camera góc rộng: 12MP, ƒ/1.5Camera góc siêu rộng: 12MP, ƒ/1.8Camera tele : 12MP, /2.8","12MP, ƒ/2.2",Apple A15 Bionic 6 nhân,Có,128 GB,2 SIM (nano‑SIM và eSIM),iOS15,2778 x 1284 pixel,"Tần số quét 120 Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch,  OLED, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",3.22 GHz,,,,,,,,,,,,,,,,,,6 GB,4352mAh,,,,,,,,,,,,,,
318,318,Nubia Neo 2 5G,4.290.000đ,https://cellphones.com.vn/nubia-neo-2.html,6.72 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.8, PDAFCamera đo độ sâu: 2 MP, f/2.4",16MP,Unisoc T820 (6 nm),Có,256 GB,2 SIM (Nano-SIM),Android 13,1080 x 2400 pixels (FullHD+),"Corning Gorilla Glass, 400 ppiTần số quét 120Hz",1x2.7 GHz Cortex-A76 & 3x2.3 GHz Cortex-A76 & 4x2.1 GHz Cortex-A55,,,,,,,,,,,,,,,,,,8 GB,6000mAh,,,,,,,,,,,,,,
319,319,Samsung Galaxy A55 5G 8GB 128GB,7.590.000đ,https://cellphones.com.vn/samsung-galaxy-a55.html,6.6 inches,Super AMOLED,Camera chính: 50 MP OIS+HDRCamera góc rộng: 12MPCamera macro: 5MP,32 MP,Exynos 1480 4nm 2.4GHz,Có,128 GB,2 SIM (Nano-SIM),Android 14,1080 x 2340 pixels (FullHD+),"Tần số quét 120Hz, 1000nits96% DCI-P3, 1000 nits, Gorilla Glass 7+",4 nhân 2.7 GHz & 4 nhân 2.0 GHz,,,,,,,,,,,,,,,,,,8 GB,5000 mAh,,,,,,,,,,,,,,
320,320,OPPO Reno14 F 5G 8GB 256GB,10.100.000đ,https://cellphones.com.vn/dien-thoai-oppo-reno14-f.html,6.57 inches,AMOLED,"Chính 50MP OIS, F/1.8Góc rộng 8MP, F/2.2Marco 2MP, F/2.4","32MP, F/2.0","Qualcomm Snapdragon 6 Gen 1 5G, tối đa 2.2GHz",Có,256 GB,2 Nano-SIM,"ColorOS 15, Android 15",1080 x 2372 pixels (FullHD+),"Tần số quét 120Hz, độ sáng 1400 nits, mặt kính AGC DT-Star D+","8 nhân, tối đa 2.2GHz",,,,,,,,,,,,,,,,,,8 GB,6000mAh,,,,,,,Hỗ trợ thẻ nhớ MicroSD tối đa 2TB,,,,,,,
321,321,iPhone 12 128GB | Chính hãng VN/A,9.990.000đ,https://cellphones.com.vn/iphone-12-128gb.html,6.1 inches,OLED,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6""SL 3D, (depth/biometrics sensor)",Apple A14 Bionic (5 nm),Có,128 GB,2 SIM (nano‑SIM và eSIM),iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),1170 x 2532 pixels,HDR10Dolby VisionTrue-tone,Hexa-core,,,,,,,,,,,,,,,,,,4 GB,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0",,,,,,,,,,,,,"Face ID, cảm biến gia tốc, cảm biến tiệm cận, con quay hồi chuyển, cảm biên sáng",
322,322,Xiaomi 14T 12GB 512GB,11.290.000đ,https://cellphones.com.vn/xiaomi-14t.html,6.67 inches,AMOLED,"Camera chính: 50MP, 23mm, ƒ/1 7 Cảm biến hình ảnh IMX906 của Sony 2 0 m Super PixelMáy ảnh tele: 50MP, 50mm, ƒ/1 9Máy ảnh góc siêu rộng: 12MP, 15mm, ƒ/2 2","32MPƒ/2,0FOV 80,8˚Chế độ ban đêmHDRTính năng chụp ảnh bằng lòng bàn tay",MediaTek Dimensity 8300-Ultra,Có,512 GB,Sim kép (nano-Sim và e-Sim) - Hỗ trợ 2 e-Sim,,1220 x 2712 pixels,"144Hz, 1,5K CrystalRes AMOLED,  446 ppi, 4000 nits, Độ sâu màu 12 bit, Làm mờ PWM lên đến 3840HDR10+, Dolby Vision","1x Cortex-A715, Lên đến 3,35GHz; 3x  Cortex-A715, Lên đến 3,2GHz; 4x Cortex-A510  lên đến 2,2GHz",,,,,,,,,,,,,,,,,,12 GB,5000 mAh,,,,,,,,,,,,,,
323,323,Nubia Neo 3 5G 8GB 256GB,5.090.000đ,https://cellphones.com.vn/dien-thoai-nubia-neo-3-5g.html,6.8 inches,IPS LCD,"50M+2M, ƒ/1.8","16MP, ƒ/2.0",Unisoc T8300,Có,256 GB,Nano-SIM,Android 15,,Độ phân giải: 900 x 2030 pixel (FHD)Tần số: 120HzĐộ sáng: 1000 nits,Octa-Core (2*Cortex-A78 @ 2.2GHz + 6*Cortex-A55 @2.0GHz),,,,,,,,,,,,,,,,,,8 GB,6000mAh,,,,,,,,,,,,,,
324,324,iPhone 13 Pro Max 256GB | Chính hãng VN/A,23.990.000đ,https://cellphones.com.vn/iphone-13-pro-max-256gb.html,6.7 inches,Super Retina XDR OLED,"Camera góc rộng: 12MP, ƒ/1.5Camera góc siêu rộng: 12MP, ƒ/1.8Camera tele : 12MP, /2.8","12MP, ƒ/2.2",Apple A15 Bionic 6 nhân,Có,256 GB,2 SIM (nano‑SIM và eSIM),iOS15,2778 x 1284 pixel,"Tần số quét 120 Hz, 1200 nits, Super Retina XDR với ProMotion 6.1‑inch,  OLED, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",3.22 GHz,,,,,,,,,,,,,,,,,,6 GB,4352mAh,,,,,,,,,,,,,,
325,325,iPhone 12 mini 64GB I Chính hãng VN/A,12.990.000đ,https://cellphones.com.vn/iphone-12-mini.html,5.4 inches,OLED,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6""SL 3D, (depth/biometrics sensor)",Apple A14 Bionic (5 nm),Có,64 GB,2 SIM (nano‑SIM và eSIM),iOS 14.1 hoặc cao hơn (Tùy vào phiên bản phát hành),1080 x 2340 pixels (FullHD+),HDR10Dolby VisionTrue-tone,Hexa-core,,,,,,,,,,,,,,,,,,4 GB,"Li-Ion, sạc nhanh 20W, sạc không dây 15W, USB Power Delivery 2.0",,,,,,,,,,,,,"Face ID, cảm biến gia tốc, cảm biến tiệm cận, con quay hồi chuyển, cảm biên sáng",
326,326,TECNO SPARK 30 Pro 8GB 256GB Transformer,3.990.000đ,https://cellphones.com.vn/dien-thoai-tecno-spark-30-pro-8gb-256gb.html,6.78 inches,AMOLED,"108MP, f/1.75",13MP,MediaTek Helio G100,Có,256 GB,2 Nano-SIM,Android 14,,"120Hz, 1700 nits",,,,,,,,,,,,,,,,,,,8 GB,5000 mAh,,,,,,,,,,,,,,
327,327,vivo iQOO Z9 Turbo,,https://cellphones.com.vn/dien-thoai-vivo-qioo-z9-turbo.html,6.72 inches,OLED,Chống rung quang học (OIS) và camera góc siêu rộng 8MP,16MP,Snapdragon 8s Gen 3,Có,256 GB,,Android 14,,"Độ phân giải 1.5K, độ sáng 4500 nits, tần số quét 144Hz",,,,,,,,,,,,,,,,,,,12 GB,6000 mAh,,,,,,,,,,,,,,
328,328,Xiaomi POCO X6 Pro 5G 8GB 256GB,7.540.000đ,https://cellphones.com.vn/dien-thoai-xiaomi-poco-x6-pro.html,6.67 inches,AMOLED,"Camera góc siêu rộng: 64 MP, f/1.7Camera góc siêu rộng: 8 MP, 120° FOV, f/2.2Camera macro: 2 MP, f/2.4",Camera góc siêu rộng: 16 MP,Dimensity 8300-Ultra,Có,256 GB,2 SIM (Nano-SIM),Android 14,1220 x 2712 pixels,"68 tỷ màu, tần số 120Hz, Dolby Vision, HDR10+, 1800 nits, 5,000,000:1, DCI-P3Corning Gorilla Glass 5","lõi tám, lên tới 3,35GHz",,,,,,,,,,,,,,,,,,8 GB,5000 mAh,,,,,,,,,,,,,,
329,329,Samsung Galaxy S24 Ultra 12GB 512GB,23.990.000đ,https://cellphones.com.vn/samsung-galaxy-s24-ultra-512gb.html,6.8 inches,Dynamic AMOLED 2X,"Camera chính: 200MP, Laser AF, OISCamera: 50MP,  PDAF, OIS, zoom quang học 5xCamera tele: 10MPCamera góc siêu rộng: 12 MP, f/2.2, 13mm, 120˚","12 MP, f/2.2",Snapdragon 8 Gen 3,Có,512 GB,SIM 1 + SIM 2 / SIM 1 + eSIM / 2 eSIM,"Android 14, One UI 6.1",1440 x 3120 pixels,"Độ sáng cao nhất 2,600 nits, 120Hz, HDR10+",,,,,,,,,,,,,,,,,,,12 GB,5000mAh,,,,,,,,,,,,,,
330,330,OPPO Find N,,https://cellphones.com.vn/oppo-find-n.html,7.1 inch,LTPO AMOLED,"Camera góc rộng: 50 MP, f/1.8, OISCamera Tele: 13 MP, f/2.4, 2x optical zoom, PDAFCamera góc siêu rộng:16 MP, f/2.2","Camera góc rộng: 32 MP, f/2.4Camera phụ: 32 MP, f/2.4",Qualcomm SM8350 Snapdragon 888 5G (5nm),Có,256 GB,2 SIM (Nano-SIM),Android 11,,"Màn hình chính: LTPO AMOLED có thể gập lại, 1792 x 1920 pixel, tần số quét 120Hz, HDR10+, 500 nit, 1000 nitMàn hình phụ: 5,49 inch, 988 x 1972 pixel, AMOLED, Corning Gorilla Glass Victus","1x2,84 GHz Cortex-X1 & 3x2,42 GHz Cortex-A78 & 4x1,80 GHz Cortex-A55",,,,,,,,,,,,,,,,,,8 GB,4500 mAh,,,,,,,,,,,,,,
331,331,Samsung Galaxy S24 FE 5G 8GB 128GB,11.490.000đ,https://cellphones.com.vn/dien-thoai-samsung-galaxy-s24-fe.html,6.7 inches,Dynamic AMOLED,50MP + 12vMP + 8MP,10MP,Exynos 2400e (4nm),Có,128 GB,,Android 14,1080 x 2400 pixels (FullHD+),120Hz,,,,,,,,,,,,,,,,,,,8 GB,4700 mAh,,,,,,,,,,,,,,
332,332,Samsung Galaxy A15 LTE 8GB 128GB,4.290.000đ,https://cellphones.com.vn/samsung-galaxy-a15.html,6.5 inches,Super AMOLED,"Chính 50 MP & Phụ 5 MP, 2 MP",13MP,MediaTek G99,Có,128 GB,2 SIM (Nano-SIM),Android 14,1080 x 2340 pixels (FullHD+),Tần số quét 90 HzĐộ sáng tối đa: 800 nitsMặt kính cảm ứng: Kính cường lực,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,,,,,,,,,,,,,,,,,,8 GB,5000 mAh,,,,,,,,,,,,,,
333,333,Xiaomi Redmi Note 12S,4.990.000đ,https://cellphones.com.vn/xiaomi-redmi-note-12s.html,6.43 inches,AMOLED,"Camera chính: 108MP, f/1.89Camera góc siêu rộng: 8MP, f/2.2, FOV 118°Camera cận cảnh: 2MP, f/2.4","16MP, f/2.45",MediaTek Helio G96,,256 GB,2 SIM (Nano-SIM),Android 13,1080 x 2400 pixels (FullHD+),"Tần số quét 90Hz, Độ sáng: tối đa 700 nit (typ), 1000 nits cực đại (typ), Kính Corning Gorilla Glass 3Chế độ Sunlight, Chế độ đọc sách 3.0","8 nhân, tốc độ lên đến 2.05GHz",,,,,,,,,,,,,,,,,,8 GB,5000 mAh,,,,,,,,,,,,,,
